"112年06月29日 外資及陸資買賣超彙總表"
"",,,"外資及陸資(不含外資自營商)",,,"外資自營商",,,"外資及陸資",,,
"","證券代號","證券名稱","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數","買進股數","賣出股數","買賣超股數",
" ",="047084","台勝科麥證2C購01","0","0","0","0","41,000","-41,000","0","41,000","-41,000",
" ",="047282","精英麥證2C購01  ","0","0","0","220,000","478,000","-258,000","220,000","478,000","-258,000",
" ",="047283","建準麥證2C購02  ","0","0","0","340,000","504,000","-164,000","340,000","504,000","-164,000",
" ",="047284","華航麥證2C購01  ","0","0","0","67,000","0","67,000","67,000","0","67,000",
" ",="047285","正文麥證31購01  ","0","0","0","108,000","551,000","-443,000","108,000","551,000","-443,000",
" ",="047286","愛普麥證2C購01  ","0","0","0","32,000","20,000","12,000","32,000","20,000","12,000",
" ",="047453","仁寶麥證31購01  ","0","0","0","74,000","233,000","-159,000","74,000","233,000","-159,000",
" ",="047454","宏碁麥證2C購01  ","0","0","0","282,000","258,000","24,000","282,000","258,000","24,000",
" ",="047456","長榮航麥證2C購02","0","0","0","616,000","0","616,000","616,000","0","616,000",
" ",="047459","緯創麥證2C購03  ","0","0","0","459,000","10,000","449,000","459,000","10,000","449,000",
" ",="047460","創意麥證2C購03  ","0","0","0","10,000","35,000","-25,000","10,000","35,000","-25,000",
" ",="047461","華擎麥證2C購01  ","0","0","0","50,000","0","50,000","50,000","0","50,000",
" ",="047462","至上麥證2C購01  ","0","0","0","22,000","12,000","10,000","22,000","12,000","10,000",
" ",="047463","勤誠麥證2C購01  ","0","0","0","0","129,000","-129,000","0","129,000","-129,000",
" ",="04755U","康舒麥證2A售01  ","0","0","0","70,000","50,000","20,000","70,000","50,000","20,000",
" ",="047836","美時麥證2C購01  ","0","0","0","143,000","136,000","7,000","143,000","136,000","7,000",
" ",="047837","國巨麥證32購01  ","0","0","0","20,000","0","20,000","20,000","0","20,000",
" ",="047838","技嘉麥證2C購03  ","0","0","0","111,000","606,000","-495,000","111,000","606,000","-495,000",
" ",="04789P","臺股指麥證2A售04","0","0","0","0","298,000","-298,000","0","298,000","-298,000",
" ",="047969","日月光麥證2C購01","0","0","0","46,000","59,000","-13,000","46,000","59,000","-13,000",
" ",="04834U","長榮麥證2A售01  ","0","0","0","25,000","0","25,000","25,000","0","25,000",
" ",="048411","英業達麥證2C購03","0","0","0","60,000","0","60,000","60,000","0","60,000",
" ",="048761","裕隆麥證2C購02  ","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="048763","鴻海麥證2C購03  ","0","0","0","22,000","0","22,000","22,000","0","22,000",
" ",="048765","英業達麥證2C購04","0","0","0","7,000","0","7,000","7,000","0","7,000",
" ",="048767","欣興麥證2C購01  ","0","0","0","299,000","51,000","248,000","299,000","51,000","248,000",
" ",="048768","晶睿麥證2C購01  ","0","0","0","0","124,000","-124,000","0","124,000","-124,000",
" ",="048976","光寶科麥證2C購04","0","0","0","0","76,000","-76,000","0","76,000","-76,000",
" ",="048978","華航麥證2C購02  ","0","0","0","10,000","75,000","-65,000","10,000","75,000","-65,000",
" ",="048979","長榮航麥證2C購04","0","0","0","176,000","335,000","-159,000","176,000","335,000","-159,000",
" ",="04903U","臺股指麥證29售05","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="049047","聚陽麥證2C購01  ","0","0","0","161,000","321,000","-160,000","161,000","321,000","-160,000",
" ",="049048","堤維西麥證2C購01","0","0","0","156,000","50,000","106,000","156,000","50,000","106,000",
" ",="049049","台達電麥證2C購01","0","0","0","0","59,000","-59,000","0","59,000","-59,000",
" ",="049475","光寶科麥證31購01","0","0","0","0","83,000","-83,000","0","83,000","-83,000",
" ",="049476","仁寶麥證2C購01  ","0","0","0","38,000","75,000","-37,000","38,000","75,000","-37,000",
" ",="049477","國巨麥證31購01  ","0","0","0","0","2,000","-2,000","0","2,000","-2,000",
" ",="049482","奇鋐麥證2C購02  ","0","0","0","0","80,000","-80,000","0","80,000","-80,000",
" ",="049483","緯創麥證32購03  ","0","0","0","98,000","261,000","-163,000","98,000","261,000","-163,000",
" ",="049484","創意麥證31購03  ","0","0","0","10,000","4,000","6,000","10,000","4,000","6,000",
" ",="049485","群創麥證2C購01  ","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="05159U","長榮麥證2B售02  ","0","0","0","55,000","46,000","9,000","55,000","46,000","9,000",
" ",="05239U","中租麥證29售01  ","0","0","0","0","25,000","-25,000","0","25,000","-25,000",
" ",="05278U","嘉澤麥證29售01  ","0","0","0","1,598,000","2,000","1,596,000","1,598,000","2,000","1,596,000",
" ",="05510U","台塑麥證2A售01  ","0","0","0","2,000","10,000","-8,000","2,000","10,000","-8,000",
" ",="05511U","強茂麥證2A售01  ","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="05584U","南亞麥證2A售02  ","0","0","0","23,000","5,000","18,000","23,000","5,000","18,000",
" ",="05587U","啟碁麥證2A售02  ","0","0","0","1,000","2,000","-1,000","1,000","2,000","-1,000",
" ",="05720U","緯穎麥證2A售01  ","0","0","0","0","69,000","-69,000","0","69,000","-69,000",
" ",="05776U","臺股指麥證31售06","0","0","0","5,000","0","5,000","5,000","0","5,000",
" ",="05816U","台灣50麥證2A售02","0","0","0","40,000","30,000","10,000","40,000","30,000","10,000",
" ",="05817U","台積電麥證2B售05","0","0","0","0","25,000","-25,000","0","25,000","-25,000",
" ",="06021U","裕隆麥證2C售01  ","0","0","0","0","40,000","-40,000","0","40,000","-40,000",
" ",="06044U","兆豐金麥證2A售01","0","0","0","0","15,000","-15,000","0","15,000","-15,000",
" ",="06163U","明泰麥證2B售01  ","0","0","0","20,000","10,000","10,000","20,000","10,000","10,000",
" ",="06256U","台泥麥證2B售01  ","0","0","0","48,000","0","48,000","48,000","0","48,000",
" ",="06257U","鴻海麥證31售02  ","0","0","0","30,000","0","30,000","30,000","0","30,000",
" ",="06259U","宏碁麥證2B售01  ","0","0","0","11,000","420,000","-409,000","11,000","420,000","-409,000",
" ",="06260U","玉山金麥證2B售01","0","0","0","391,000","273,000","118,000","391,000","273,000","118,000",
" ",="06262U","南電麥證2B售01  ","0","0","0","83,000","28,000","55,000","83,000","28,000","55,000",
" ",="06421U","智原麥證2B售02  ","0","0","0","0","30,000","-30,000","0","30,000","-30,000",
" ",="06627U","台勝科麥證2B售01","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="06659U","東元麥證2B售02  ","0","0","0","82,000","31,000","51,000","82,000","31,000","51,000",
" ",="06660U","漢翔麥證2C售01  ","0","0","0","8,000","0","8,000","8,000","0","8,000",
" ",="06760U","創意麥證2C售02  ","0","0","0","0","48,000","-48,000","0","48,000","-48,000",
" ",="06890U","臺股指麥證36售01","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="06942U","台積電麥證2B售10","0","0","0","57,000","45,000","12,000","57,000","45,000","12,000",
" ",="06943U","健策麥證2B售02  ","0","0","0","68,000","23,000","45,000","68,000","23,000","45,000",
" ",="06990U","創意麥證2B售03  ","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="06991U","世芯麥證2B售02  ","0","0","0","52,000","0","52,000","52,000","0","52,000",
" ",="06993U","緯穎麥證2B售01  ","0","0","0","25,000","100,000","-75,000","25,000","100,000","-75,000",
" ",="07314U","台積電麥證2C售07","0","0","0","0","31,000","-31,000","0","31,000","-31,000",
" ",="07316U","技嘉麥證2C售02  ","0","0","0","100,000","161,000","-61,000","100,000","161,000","-61,000",
" ",="07317U","大立光麥證2C售02","0","0","0","29,000","0","29,000","29,000","0","29,000",
" ",="07318U","景碩麥證2C售01  ","0","0","0","60,000","0","60,000","60,000","0","60,000",
" ",="07319U","臺股指麥證2C售03","0","0","0","0","75,000","-75,000","0","75,000","-75,000",
" ",="07360U","智邦麥證2C售02  ","0","0","0","30,000","10,000","20,000","30,000","10,000","20,000",
" ",="07361U","金像電麥證2C售02","0","0","0","130,000","0","130,000","130,000","0","130,000",
" ",="07362U","緯創麥證32售02  ","0","0","0","2,000","15,000","-13,000","2,000","15,000","-13,000",
" ",="07411U","長榮航麥證2C售03","0","0","0","10,000","0","10,000","10,000","0","10,000",
" ",="07412U","緯創麥證2C售04  ","0","0","0","11,000","17,000","-6,000","11,000","17,000","-6,000",
" ",="07413U","緯創麥證2C售05  ","0","0","0","0","15,000","-15,000","0","15,000","-15,000",
" ",="07414U","創意麥證2C售04  ","0","0","0","5,000","25,000","-20,000","5,000","25,000","-20,000",
" ",="07445U","奇鋐麥證2C售01  ","0","0","0","200,000","110,000","90,000","200,000","110,000","90,000",
" ",="07520U","臺股指麥證2C售04","0","0","0","4,000","116,000","-112,000","4,000","116,000","-112,000",
" ",="07699U","台灣50麥證2C售02","0","0","0","1,000","0","1,000","1,000","0","1,000",
" ",="07700U","光寶科麥證2C售03","0","0","0","100,000","2,000","98,000","100,000","2,000","98,000",
" ",="07702U","技嘉麥證2C售04  ","0","0","0","419,000","0","419,000","419,000","0","419,000",
" ",="07745U","華航麥證2C售03  ","0","0","0","29,000","59,000","-30,000","29,000","59,000","-30,000",
" ",="07746U","長榮航麥證2C售05","0","0","0","3,000","48,000","-45,000","3,000","48,000","-45,000",
" ",="07763U","創意麥證2C售05  ","0","0","0","27,000","45,000","-18,000","27,000","45,000","-18,000",
" ",="085566","台積電麥證28購03","0","0","0","7,000","14,000","-7,000","7,000","14,000","-7,000",
" ",="088451","台積電麥證27購06","0","0","0","1,000","332,000","-331,000","1,000","332,000","-331,000",
" ",="089196","鴻海麥證2A購01  ","0","0","0","30,000","0","30,000","30,000","0","30,000",
" ",="089527","台積電麥證2A購05","0","0","0","0","10,000","-10,000","0","10,000","-10,000",
" ",="089528","聯發科麥證28購01","0","0","0","72,000","15,000","57,000","72,000","15,000","57,000",
" ","1256  ","鮮活果汁-KY     ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","1457  ","宜進            ","34,000","34,000","0","0","0","0","34,000","34,000","0",
" ","2012  ","春雨            ","2,000","2,000","0","0","0","0","2,000","2,000","0",
" ","2348  ","海悅            ","11,000","11,000","0","0","0","0","11,000","11,000","0",
" ","2358  ","廷鑫            ","84,000","84,000","0","0","0","0","84,000","84,000","0",
" ","2477  ","美隆電          ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","2616  ","山隆            ","4,000","4,000","0","0","0","0","4,000","4,000","0",
" ","4439  ","冠星-KY         ","3,000","3,000","0","0","0","0","3,000","3,000","0",
" ","5283  ","禾聯碩          ","2,000","2,000","0","0","0","0","2,000","2,000","0",
" ","6405  ","悅城            ","2,000","2,000","0","0","0","0","2,000","2,000","0",
" ","6504  ","南六            ","11,000","11,000","0","0","0","0","11,000","11,000","0",
" ","8411  ","福貞-KY         ","1,000","1,000","0","0","0","0","1,000","1,000","0",
" ","8442  ","威宏-KY         ","7,000","7,000","0","0","0","0","7,000","7,000","0",
" ","8463  ","潤泰材          ","4,000","4,000","0","0","0","0","4,000","4,000","0",
"說明:"
"外資自營商表示外國證券商在臺分支機構證券自營商專戶。"
"外資及陸資表示依「華僑及外國人投資證券管理辦法」及「大陸地區投資人來臺從事證券投資及期貨交易管理辦法」辦理登記等投資人。"
"＊表示該股票今日有鉅額交易。"
"本統計資訊買賣股數含一般、零股、盤後定價、鉅額，不含拍賣、標購。"
"本資訊以當日原始成交情形統計，不以證券商申報錯帳、更正帳號等調整後資料統計。"
"ETF證券代號第六碼為K、M、S、C者，表示該ETF以外幣交易。"

